subcategory_name,item_title,item_page_link,preview_img_link,price,preview_local_link
SAMSUNG,"Samsung Galaxy Tab S8+ RU, 8 ГБ/256 ГБ, Wi-Fi",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ru_8_gb_256_gb_wi_fi__grey,https://kdmarket.ru/upload/iblock/0dd/0dd4bad510cc03342fba230982f9ca0c.png,71 990 ₽,.tablets_img_preview/0dd4bad510cc03342fba230982f9ca0c.png
SAMSUNG,"Samsung Galaxy Tab S8+ 8 ГБ/128 ГБ, Wi-Fi",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ru_8_gb_128_gb_wi_fi__grey,https://kdmarket.ru/upload/iblock/996/996b5eb742c2321f04fd0aae055596f7.png,64 990 ₽,.tablets_img_preview/996b5eb742c2321f04fd0aae055596f7.png
SAMSUNG,"Samsung Galaxy Tab S8, 8 ГБ/128 ГБ, Wi-Fi",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_8_gb_128_gb_wi_fi__grey,https://kdmarket.ru/upload/iblock/219/2197cd0525ff06db41d6026c331593ec.JPG,56 990 ₽,.tablets_img_preview/2197cd0525ff06db41d6026c331593ec.JPG
SAMSUNG,"Samsung Galaxy Tab S8, 8 ГБ/256 ГБ, Wi-Fi",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_8_gb_256_gb_wi_fi__grey,https://kdmarket.ru/upload/iblock/4d0/4d0e9c258965e5b24b14bd3b07481370.JPG,58 990 ₽,.tablets_img_preview/4d0e9c258965e5b24b14bd3b07481370.JPG
SAMSUNG,"Samsung Galaxy Tab A8 LTE (2021) 3 ГБ/32 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_a8_lte_2021_ru_3_gb_32_gb_wi_fi_cellular__silver,https://kdmarket.ru/upload/iblock/d59/d598efc4cf36348aeb0dfc0790b83630.JPG,18 490 ₽,.tablets_img_preview/d598efc4cf36348aeb0dfc0790b83630.JPG
SAMSUNG,Samsung Galaxy Tab A8 LTE 64Gb,https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_a8_10_5_x205_lte_64gb__gray,https://kdmarket.ru/upload/iblock/14b/14b0698b5a75aad3f880c8e7304ff96e.PNG,20 990 ₽,.tablets_img_preview/14b0698b5a75aad3f880c8e7304ff96e.PNG
SAMSUNG,Samsung Galaxy Tab A8 Wi-Fi 64Gb,https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_a8_10_5_sm_t505_wifi_64gb__pink,https://kdmarket.ru/upload/iblock/47b/47b7598681c9f77fb637d4c586cf0eac.PNG,19 990 ₽,.tablets_img_preview/47b7598681c9f77fb637d4c586cf0eac.PNG
SAMSUNG,Samsung Galaxy Tab A7 Lite LTE SM-T225 32GB (2021),https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_a7_lite_lte_sm_t225_32gb_2021__grey,https://kdmarket.ru/upload/iblock/00a/00a5bbcb913f3cdc413fd77100c4c042.jpg,13 490 ₽,.tablets_img_preview/00a5bbcb913f3cdc413fd77100c4c042.jpg
SAMSUNG,"Samsung Galaxy Tab S8+ RU, 8 ГБ/128 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ru_8_gb_128_gb_wi_fi_cellular__gold,https://kdmarket.ru/upload/iblock/78f/78fd5f584e71ae5b0f0e1910b2cfcb87.png,69 990 ₽,.tablets_img_preview/78fd5f584e71ae5b0f0e1910b2cfcb87.png
SAMSUNG,Samsung Galaxy Tab S6 Lite 10.4 SM-P613 64Gb (2022),https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s6_lite_10_4_sm_p613_64gb_2022__blue,https://kdmarket.ru/upload/iblock/b56/b563f670a157c67d4c0f32ef4bf3c549.JPG,27 490 ₽,.tablets_img_preview/b563f670a157c67d4c0f32ef4bf3c549.JPG
SAMSUNG,Samsung Galaxy Tab S7 FE 12.4 LTE SM-T736 64GB (2021),https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s7_fe_12_4_lte_sm_t736_64gb_2021__black,https://kdmarket.ru/upload/iblock/8b5/8b5871b1bd5dc55b41a948b271d8da5f.png,43 990 ₽,.tablets_img_preview/8b5871b1bd5dc55b41a948b271d8da5f.png
SAMSUNG,Samsung Galaxy Tab A8 Wi-Fi 32Gb,https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_a8_wi_fi_32gb__gray,https://kdmarket.ru/upload/iblock/880/880e97b08497ee2758b9301014af21df.JPG,16 490 ₽,.tablets_img_preview/880e97b08497ee2758b9301014af21df.JPG
SAMSUNG,"Samsung Galaxy Tab S8 Ultra RU, 12 ГБ/256 ГБ, Wi-Fi",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ultra_ru_12_gb_256_gb_wi_fi__greyyyy,https://kdmarket.ru/upload/iblock/8d3/8d384311fde9d0dc0e65969bf6f0f04e.jpg,99 990 ₽,.tablets_img_preview/8d384311fde9d0dc0e65969bf6f0f04e.jpg
SAMSUNG,"Samsung Galaxy Tab S8+ RU, 8 ГБ/256 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ru_8_gb_256_gb_wi_fi_cellular__silver,https://kdmarket.ru/upload/iblock/dd8/dd882a44c6f5b34e3d2c67248badd7c8.JPG,74 990 ₽,.tablets_img_preview/dd882a44c6f5b34e3d2c67248badd7c8.JPG
SAMSUNG,"Samsung Galaxy Tab S8 Ultra RU, 16 ГБ/512 ГБ, Wi-Fi",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ultra_ru_16_gb_512_gb_wi_fi__grey,https://kdmarket.ru/upload/iblock/d43/d43b395e414f63bb55a1ab15c5aa502b.png,169 990 ₽,.tablets_img_preview/d43b395e414f63bb55a1ab15c5aa502b.png
SAMSUNG,"Samsung Galaxy Tab S8 Ultra RU, 16 ГБ/512 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ultra_ru_16_gb_512_gb_wi_fi_cellular__grey,https://kdmarket.ru/upload/iblock/d83/d8322d455eccadd0ba29390e59baaa2f.JPG,183 990 ₽,.tablets_img_preview/d8322d455eccadd0ba29390e59baaa2f.JPG
SAMSUNG,"Samsung Galaxy Tab S8 Ultra RU, 8/256 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ultra_ru_8_256_gb_wi_fi_cellular__grey,https://kdmarket.ru/upload/iblock/193/19350756b8824f4dd8419614e9a5584a.JPG,93 990 ₽,.tablets_img_preview/19350756b8824f4dd8419614e9a5584a.JPG
SAMSUNG,"Samsung Galaxy Tab S8 Ultra RU, 8 ГБ/128 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_ultra_ru_8_gb_128_gb_wi_fi_cellular__grey,https://kdmarket.ru/upload/iblock/bdf/bdfe94a628b8cdc5ecf3e550743fe9fb.JPG,154 990 ₽,.tablets_img_preview/bdfe94a628b8cdc5ecf3e550743fe9fb.JPG
SAMSUNG,"Samsung Galaxy Tab S8, 8 ГБ/256 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_8_gb_256_gb_wi_fi_cellular__pink,https://kdmarket.ru/upload/iblock/323/323a83767df7920bd32d016d8468e6e2.JPG,64 990 ₽,.tablets_img_preview/323a83767df7920bd32d016d8468e6e2.JPG
SAMSUNG,"Samsung Galaxy Tab S8, 8 ГБ/128 ГБ, Wi-Fi + Cellular",https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_8_gb_128_gb_wi_fi_cellular__pink,https://kdmarket.ru/upload/iblock/b6b/b6b24ba33bd4831fa4075d6321e47476.JPG,59 990 ₽,.tablets_img_preview/b6b24ba33bd4831fa4075d6321e47476.JPG
